Match,Batting Team,Batting Position,Batsmen name,Runs,Balls,4s,6s,Strike Rate,Out/Not out
Namibia Vs Sri Lanka,Namibia,1,Michael van Lingen ,3,6,0,0,50.00,c Pramod Madushan b Chameera
Namibia Vs Sri Lanka,Namibia,2,Divan la Cock ,9,9,1,0,100.00,c Shanaka b Pramod Madushan
Namibia Vs Sri Lanka,Namibia,3,Jan Nicol Loftie-Eaton ,20,12,1,2,166.66,c †Mendis b Karunaratne
Namibia Vs Sri Lanka,Namibia,4,Stephan Baard ,26,24,2,0,108.33,c DM de Silva b Pramod Madushan
Namibia Vs Sri Lanka,Namibia,5,Gerhard Erasmus (c),20,24,0,0,83.33,c Gunathilaka b PWH de Silva
Namibia Vs Sri Lanka,Namibia,6,Jan Frylinck ,44,28,4,0,157.14,run out (Gunathilaka/†Mendis)
Namibia Vs Sri Lanka,Namibia,7,David Wiese ,0,1,0,0,0.00,c †Mendis b Theekshana
Namibia Vs Sri Lanka,Namibia,8,JJ Smit ,31,16,2,2,193.75,not out 
Namibia Vs Sri Lanka,Sri Lanka,1,Pathum Nissanka ,9,10,1,0,90.00,c Smit b Shikongo
Namibia Vs Sri Lanka,Sri Lanka,2,Kusal Mendis †,6,6,0,0,100.00,c †Green b Wiese
Namibia Vs Sri Lanka,Sri Lanka,3,Dhananjaya de Silva ,12,11,1,0,109.09,c Shikongo b Frylinck
Namibia Vs Sri Lanka,Sri Lanka,4,Danushka Gunathilaka ,0,1,0,0,0.00,c †Green b Shikongo
Namibia Vs Sri Lanka,Sri Lanka,5,Bhanuka Rajapaksa ,20,21,2,0,95.23,c la Cock b Scholtz
Namibia Vs Sri Lanka,Sri Lanka,6,Dasun Shanaka (c),29,23,2,1,126.08,c †Green b Frylinck
Namibia Vs Sri Lanka,Sri Lanka,7,Wanindu Hasaranga de Silva ,4,8,0,0,50.00,c Loftie-Eaton b Scholtz
Namibia Vs Sri Lanka,Sri Lanka,8,Chamika Karunaratne ,5,8,0,0,62.50,c Baard b Smit
Namibia Vs Sri Lanka,Sri Lanka,9,Pramod Madushan ,0,0,0,0,-,run out (van Lingen/†Green)
Namibia Vs Sri Lanka,Sri Lanka,10,Dushmantha Chameera ,8,15,0,0,53.33,c Erasmus b Wiese
Namibia Vs Sri Lanka,Sri Lanka,11,Maheesh Theekshana ,11,11,0,1,100.00,not out 
United Arab Emirates Vs Netherlands,United Arab Emirates,1,Chirag Suri ,12,20,1,0,60.00,c †Edwards b van der Merwe
United Arab Emirates Vs Netherlands,United Arab Emirates,2,Muhammad Waseem ,41,47,1,2,87.23,c Pringle b Klaassen
United Arab Emirates Vs Netherlands,United Arab Emirates,3,Kashif Daud ,15,14,0,1,107.14, b Pringle
United Arab Emirates Vs Netherlands,United Arab Emirates,4,Vriitya Aravind †,18,21,0,0,85.71,c Klaassen b de Leede
United Arab Emirates Vs Netherlands,United Arab Emirates,5,Zawar Farid ,2,4,0,0,50.00,run out (Ackermann/†Edwards)
United Arab Emirates Vs Netherlands,United Arab Emirates,6,Basil Hameed ,4,4,1,0,100.00,c van der Merwe b de Leede
United Arab Emirates Vs Netherlands,United Arab Emirates,7,Chundangapoyil Rizwan (c),1,2,0,0,50.00, b de Leede
United Arab Emirates Vs Netherlands,United Arab Emirates,8,Aayan Afzal Khan ,5,7,0,0,71.42,c Cooper b Klaassen
United Arab Emirates Vs Netherlands,United Arab Emirates,9,Karthik Meiyappan ,0,0,0,0,-,not out 
United Arab Emirates Vs Netherlands,United Arab Emirates,10,Junaid Siddique ,0,1,0,0,0.00,not out 
United Arab Emirates Vs Netherlands,Netherlands,1,Vikramjit Singh ,10,7,2,0,142.85, b Basil Hameed
United Arab Emirates Vs Netherlands,Netherlands,2,Max O'Dowd ,23,18,3,1,127.77, b Junaid Siddique
United Arab Emirates Vs Netherlands,Netherlands,3,Bas de Leede ,14,18,1,0,77.77,c Rizwan b Meiyappan
United Arab Emirates Vs Netherlands,Netherlands,4,Colin Ackermann ,17,19,1,0,89.47,c Junaid Siddique b Aayan Afzal Khan
United Arab Emirates Vs Netherlands,Netherlands,5,Tom Cooper ,8,16,0,0,50.00,lbw b Junaid Siddique
United Arab Emirates Vs Netherlands,Netherlands,6,Scott Edwards (c)†,16,19,0,0,84.21,not out 
United Arab Emirates Vs Netherlands,Netherlands,7,Roelof van der Merwe ,0,2,0,0,0.00, b Junaid Siddique
United Arab Emirates Vs Netherlands,Netherlands,8,Tim Pringle ,15,16,0,0,93.75, b Zahoor Khan
United Arab Emirates Vs Netherlands,Netherlands,9,Logan van Beek ,4,4,0,0,100.00,not out 
Scotland Vs West Indies,Scotland,1,George Munsey ,66,53,9,0,124.52,not out 
Scotland Vs West Indies,Scotland,2,Michael Jones ,20,17,3,0,117.64, b Holder
Scotland Vs West Indies,Scotland,3,Matthew Cross †,3,5,0,0,60.00,c Brooks b Holder
Scotland Vs West Indies,Scotland,4,Richie Berrington (c),16,14,0,1,114.28,c Mayers b Joseph
Scotland Vs West Indies,Scotland,5,Calum MacLeod ,23,14,4,0,164.28,c King b Smith
Scotland Vs West Indies,Scotland,6,Michael Leask ,4,6,0,0,66.66, b Joseph
Scotland Vs West Indies,Scotland,7,Chris Greaves ,16,11,2,0,145.45,not out 
Scotland Vs West Indies,West Indies,1,Kyle Mayers ,20,13,3,1,153.84,c Munsey b Davey
Scotland Vs West Indies,West Indies,2,Evin Lewis ,14,13,1,1,107.69,c Jones b Wheal
Scotland Vs West Indies,West Indies,3,Brandon King ,17,15,3,0,113.33, b Watt
Scotland Vs West Indies,West Indies,4,Nicholas Pooran (c)†,5,9,0,0,55.55, b Leask
Scotland Vs West Indies,West Indies,5,Shamarh Brooks ,4,9,0,0,44.44,c Leask b Wheal
Scotland Vs West Indies,West Indies,6,Rovman Powell ,5,6,0,0,83.33,c MacLeod b Leask
Scotland Vs West Indies,West Indies,7,Jason Holder ,38,33,4,1,115.15,c Greaves b Sharif
Scotland Vs West Indies,West Indies,8,Akeal Hosein ,1,1,0,0,100.00,run out (†Cross/Leask)
Scotland Vs West Indies,West Indies,9,Alzarri Joseph ,0,1,0,0,0.00,c †Cross b Watt
Scotland Vs West Indies,West Indies,10,Odean Smith ,5,8,0,0,62.50,c Greaves b Watt
Scotland Vs West Indies,West Indies,11,Obed McCoy ,2,3,0,0,66.66,not out 
Zimbabwe Vs Ireland,Zimbabwe,1,Regis Chakabva †,0,2,0,0,0.00,c †Tucker b Little
Zimbabwe Vs Ireland,Zimbabwe,2,Craig Ervine (c),9,12,1,0,75.00,st †Tucker b Simi Singh
Zimbabwe Vs Ireland,Zimbabwe,3,Wessly Madhevere ,22,19,4,0,115.78,c Delany b Little
Zimbabwe Vs Ireland,Zimbabwe,4,Sean Williams ,12,11,0,1,109.09,c Tector b Simi Singh
Zimbabwe Vs Ireland,Zimbabwe,5,Sikandar Raza ,82,48,5,5,170.83, b Adair
Zimbabwe Vs Ireland,Zimbabwe,6,Milton Shumba ,16,14,1,0,114.28,c Little b Adair
Zimbabwe Vs Ireland,Zimbabwe,7,Ryan Burl ,1,4,0,0,25.00,c Adair b Little
Zimbabwe Vs Ireland,Zimbabwe,8,Luke Jongwe ,20,10,3,0,200.00,not out 
Zimbabwe Vs Ireland,Ireland,1,Paul Stirling ,0,2,0,0,0.00, b Ngarava
Zimbabwe Vs Ireland,Ireland,2,Andy Balbirnie (c),3,4,0,0,75.00,c Ervine b Muzarabani
Zimbabwe Vs Ireland,Ireland,3,Lorcan Tucker †,11,11,2,0,100.00, b Ngarava
Zimbabwe Vs Ireland,Ireland,4,Harry Tector ,1,4,0,0,25.00,c Ervine b Muzarabani
Zimbabwe Vs Ireland,Ireland,5,Curtis Campher ,27,22,1,0,122.72, b Williams
Zimbabwe Vs Ireland,Ireland,6,George Dockrell ,24,20,3,0,120.00, b Sikandar Raza
Zimbabwe Vs Ireland,Ireland,7,Gareth Delany ,24,20,1,1,120.00,c Shumba b Chatara
Zimbabwe Vs Ireland,Ireland,8,Mark Adair ,9,10,0,1,90.00,c Sikandar Raza b Muzarabani
Zimbabwe Vs Ireland,Ireland,9,Simi Singh ,0,1,0,0,0.00, b Chatara
Zimbabwe Vs Ireland,Ireland,10,Barry McCarthy ,22,16,1,2,137.50,not out 
Zimbabwe Vs Ireland,Ireland,11,Josh Little ,7,11,1,0,63.63,not out 
Namibia Vs Netherlands,Namibia,1,Michael van Lingen ,20,19,3,0,105.26,c de Leede b Ackermann
Namibia Vs Netherlands,Namibia,2,Divan la Cock ,0,2,0,0,0.00,c de Leede b Pringle
Namibia Vs Netherlands,Namibia,3,Stephan Baard ,19,22,0,0,86.36,c Klaassen b van der Merwe
Namibia Vs Netherlands,Namibia,4,Jan Nicol Loftie-Eaton ,0,2,0,0,0.00,c †Edwards b van Meekeren
Namibia Vs Netherlands,Namibia,5,Jan Frylinck ,43,48,1,1,89.58,c van Meekeren b de Leede
Namibia Vs Netherlands,Namibia,6,Gerhard Erasmus (c),16,18,0,0,88.88, b de Leede
Namibia Vs Netherlands,Namibia,7,David Wiese ,11,5,1,0,220.00,not out 
Namibia Vs Netherlands,Namibia,8,JJ Smit ,5,4,1,0,125.00,not out 
Namibia Vs Netherlands,Netherlands,1,Max O'Dowd ,35,35,1,1,100.00,run out (Erasmus)
Namibia Vs Netherlands,Netherlands,2,Vikramjit Singh ,39,31,3,2,125.80,c Loftie-Eaton b Scholtz
Namibia Vs Netherlands,Netherlands,3,Bas de Leede ,30,30,2,0,100.00,not out 
Namibia Vs Netherlands,Netherlands,4,Tom Cooper ,6,6,1,0,100.00,c van Lingen b Smit
Namibia Vs Netherlands,Netherlands,5,Colin Ackermann ,0,2,0,0,0.00,c Erasmus b Smit
Namibia Vs Netherlands,Netherlands,6,Scott Edwards (c)†,1,5,0,0,20.00,c Loftie-Eaton b Frylinck
Namibia Vs Netherlands,Netherlands,7,Tim Pringle ,8,9,0,0,88.88,not out 
Sri Lanka Vs United Arab Emirates,Sri Lanka,1,Pathum Nissanka ,74,60,6,2,123.33,c Basil Hameed b Zahoor Khan
Sri Lanka Vs United Arab Emirates,Sri Lanka,2,Kusal Mendis †,18,13,2,0,138.46,lbw b Aryan Lakra
Sri Lanka Vs United Arab Emirates,Sri Lanka,3,Dhananjaya de Silva ,33,21,3,1,157.14,run out (Muhammad Waseem/Aayan Afzal Khan)
Sri Lanka Vs United Arab Emirates,Sri Lanka,4,Bhanuka Rajapaksa ,5,8,0,0,62.50,c Kashif Daud b Meiyappan
Sri Lanka Vs United Arab Emirates,Sri Lanka,5,Charith Asalanka ,0,1,0,0,0.00,c †Aravind b Meiyappan
Sri Lanka Vs United Arab Emirates,Sri Lanka,6,Dasun Shanaka (c),0,1,0,0,0.00, b Meiyappan
Sri Lanka Vs United Arab Emirates,Sri Lanka,7,Wanindu Hasaranga de Silva ,2,3,0,0,66.66,c Basil Hameed b Aayan Afzal Khan
Sri Lanka Vs United Arab Emirates,Sri Lanka,8,Chamika Karunaratne ,8,11,1,0,72.72,c Kashif Daud b Zahoor Khan
Sri Lanka Vs United Arab Emirates,Sri Lanka,9,Pramod Madushan ,1,1,0,0,100.00,not out 
Sri Lanka Vs United Arab Emirates,Sri Lanka,10,Dushmantha Chameera ,1,1,0,0,100.00,not out 
Sri Lanka Vs United Arab Emirates,United Arab Emirates,1,Muhammad Waseem ,2,4,0,0,50.00, b Chameera
Sri Lanka Vs United Arab Emirates,United Arab Emirates,2,Chirag Suri ,14,19,3,0,73.68, b Pramod Madushan
Sri Lanka Vs United Arab Emirates,United Arab Emirates,3,Aryan Lakra ,1,3,0,0,33.33, b Chameera
Sri Lanka Vs United Arab Emirates,United Arab Emirates,4,Chundangapoyil Rizwan (c),1,3,0,0,33.33,c Rajapaksa b Chameera
Sri Lanka Vs United Arab Emirates,United Arab Emirates,5,Vriitya Aravind †,9,18,1,0,50.00,lbw b PWH de Silva
Sri Lanka Vs United Arab Emirates,United Arab Emirates,6,Basil Hameed ,2,6,0,0,33.33,c DM de Silva b Shanaka
Sri Lanka Vs United Arab Emirates,United Arab Emirates,7,Aayan Afzal Khan ,19,21,1,0,90.47, b PWH de Silva
Sri Lanka Vs United Arab Emirates,United Arab Emirates,8,Kashif Daud ,0,4,0,0,0.00,lbw b PWH de Silva
Sri Lanka Vs United Arab Emirates,United Arab Emirates,9,Karthik Meiyappan ,4,8,0,0,50.00,st †Mendis b Theekshana
Sri Lanka Vs United Arab Emirates,United Arab Emirates,10,Junaid Siddique ,18,16,1,1,112.50,c Nissanka b Theekshana
Sri Lanka Vs United Arab Emirates,United Arab Emirates,11,Zahoor Khan ,1,1,0,0,100.00,not out 
Scotland Vs Ireland,Scotland,1,George Munsey ,1,2,0,0,50.00,lbw b Adair
Scotland Vs Ireland,Scotland,2,Michael Jones ,86,55,6,4,156.36,c Adair b Little
Scotland Vs Ireland,Scotland,3,Matthew Cross †,28,21,5,0,133.33,c McCarthy b Campher
Scotland Vs Ireland,Scotland,4,Richie Berrington (c),37,27,3,1,137.03,c Dockrell b Campher
Scotland Vs Ireland,Scotland,5,Michael Leask ,17,13,2,0,130.76,not out 
Scotland Vs Ireland,Scotland,6,Calum MacLeod ,0,3,0,0,0.00,run out (†Tucker)
Scotland Vs Ireland,Ireland,1,Paul Stirling ,8,10,1,0,80.00,c †Cross b Sharif
Scotland Vs Ireland,Ireland,2,Andy Balbirnie (c),14,12,2,0,116.66,c Jones b Wheal
Scotland Vs Ireland,Ireland,3,Lorcan Tucker †,20,17,2,0,117.64,c Davey b Watt
Scotland Vs Ireland,Ireland,4,Harry Tector ,14,16,1,0,87.50,c Greaves b Leask
Scotland Vs Ireland,Ireland,5,Curtis Campher ,72,32,7,2,225.00,not out 
Scotland Vs Ireland,Ireland,6,George Dockrell ,39,27,4,1,144.44,not out 
West Indies Vs Zimbabwe,West Indies,1,Kyle Mayers ,13,12,2,0,108.33,c †Chakabva b Muzarabani
West Indies Vs Zimbabwe,West Indies,2,Johnson Charles ,45,36,3,2,125.00,run out (Munyonga/Williams)
West Indies Vs Zimbabwe,West Indies,3,Evin Lewis ,15,18,1,0,83.33,c Shumba b Sikandar Raza
West Indies Vs Zimbabwe,West Indies,4,Nicholas Pooran (c)†,7,9,0,0,77.77,c & b Williams
West Indies Vs Zimbabwe,West Indies,5,Rovman Powell ,28,21,1,2,133.33,c Ngarava b Muzarabani
West Indies Vs Zimbabwe,West Indies,6,Shamarh Brooks ,0,3,0,0,0.00,lbw b Sikandar Raza
West Indies Vs Zimbabwe,West Indies,7,Jason Holder ,4,3,0,0,133.33,c & b Sikandar Raza
West Indies Vs Zimbabwe,West Indies,8,Akeal Hosein ,23,18,2,0,127.77,not out 
West Indies Vs Zimbabwe,West Indies,9,Odean Smith ,1,2,0,0,50.00,not out 
West Indies Vs Zimbabwe,Zimbabwe,1,Wessly Madhevere ,27,19,3,1,142.10,c Lewis b Holder
West Indies Vs Zimbabwe,Zimbabwe,2,Regis Chakabva (c)†,13,9,3,0,144.44, b Joseph
West Indies Vs Zimbabwe,Zimbabwe,3,Tony Munyonga ,2,6,0,0,33.33, b Joseph
West Indies Vs Zimbabwe,Zimbabwe,4,Sean Williams ,1,2,0,0,50.00,c †Pooran b McCoy
West Indies Vs Zimbabwe,Zimbabwe,5,Sikandar Raza ,14,8,1,1,175.00,c Powell b Smith
West Indies Vs Zimbabwe,Zimbabwe,6,Milton Shumba ,2,9,0,0,22.22,c Brooks b Hosein
West Indies Vs Zimbabwe,Zimbabwe,7,Ryan Burl ,17,19,3,0,89.47,lbw b Holder
West Indies Vs Zimbabwe,Zimbabwe,8,Luke Jongwe ,29,22,3,1,131.81, b Joseph
West Indies Vs Zimbabwe,Zimbabwe,9,Richard Ngarava ,2,6,0,0,33.33, b Joseph
West Indies Vs Zimbabwe,Zimbabwe,10,Tendai Chatara ,3,8,0,0,37.50, b Holder
West Indies Vs Zimbabwe,Zimbabwe,11,Blessing Muzarabani ,1,4,0,0,25.00,not out 
Sri Lanka Vs Netherlands,Sri Lanka,1,Pathum Nissanka ,14,21,0,1,66.66, b van Meekeren
Sri Lanka Vs Netherlands,Sri Lanka,2,Kusal Mendis †,79,44,5,5,179.54,c sub (LV van Beek) b van der Gugten
Sri Lanka Vs Netherlands,Sri Lanka,3,Dhananjaya de Silva ,0,1,0,0,0.00,lbw b van Meekeren
Sri Lanka Vs Netherlands,Sri Lanka,4,Charith Asalanka ,31,30,3,0,103.33,c †Edwards b de Leede
Sri Lanka Vs Netherlands,Sri Lanka,5,Bhanuka Rajapaksa ,19,13,2,0,146.15,c Pringle b de Leede
Sri Lanka Vs Netherlands,Sri Lanka,6,Dasun Shanaka (c),8,5,0,1,160.00,c Ackermann b Klaassen
Sri Lanka Vs Netherlands,Sri Lanka,7,Wanindu Hasaranga de Silva ,5,4,0,0,125.00,not out 
Sri Lanka Vs Netherlands,Sri Lanka,8,Chamika Karunaratne ,2,2,0,0,100.00,not out 
Sri Lanka Vs Netherlands,Netherlands,1,Max O'Dowd ,71,53,6,3,133.96,not out 
Sri Lanka Vs Netherlands,Netherlands,2,Vikramjit Singh ,7,14,0,0,50.00,c Shanaka b Theekshana
Sri Lanka Vs Netherlands,Netherlands,3,Bas de Leede ,14,10,1,1,140.00,c †Mendis b Kumara
Sri Lanka Vs Netherlands,Netherlands,4,Colin Ackermann ,0,1,0,0,0.00,c & b PWH de Silva
Sri Lanka Vs Netherlands,Netherlands,5,Tom Cooper ,16,19,2,0,84.21, b Theekshana
Sri Lanka Vs Netherlands,Netherlands,6,Scott Edwards (c)†,21,15,3,0,140.00, b Fernando
Sri Lanka Vs Netherlands,Netherlands,7,Tim Pringle ,2,4,0,0,50.00,run out (DM de Silva)
Sri Lanka Vs Netherlands,Netherlands,8,Timm van der Gugten ,0,1,0,0,0.00, b PWH de Silva
Sri Lanka Vs Netherlands,Netherlands,9,Fred Klaassen ,3,3,0,0,100.00, b PWH de Silva
Sri Lanka Vs Netherlands,Netherlands,10,Paul van Meekeren ,0,0,0,0,-,run out (Shanaka)
Sri Lanka Vs Netherlands,Netherlands,11,Roelof van der Merwe ,0,1,0,0,0.00,not out 
United Arab Emirates Vs Namibia,United Arab Emirates,1,Muhammad Waseem ,50,41,1,3,121.95,c Trumpelmann b Shikongo
United Arab Emirates Vs Namibia,United Arab Emirates,2,Vriitya Aravind †,21,32,2,0,65.62,c van Lingen b Scholtz
United Arab Emirates Vs Namibia,United Arab Emirates,3,Chundangapoyil Rizwan (c),43,29,3,1,148.27,not out 
United Arab Emirates Vs Namibia,United Arab Emirates,4,Alishan Sharafu ,4,4,0,0,100.00,c †Green b Wiese
United Arab Emirates Vs Namibia,United Arab Emirates,5,Basil Hameed ,25,14,2,2,178.57,not out 
United Arab Emirates Vs Namibia,Namibia,1,Michael van Lingen ,10,8,1,0,125.00,c Sharafu b Basil Hameed
United Arab Emirates Vs Namibia,Namibia,2,Stephan Baard ,4,6,1,0,66.66,c Ahmed Raza b Junaid Siddique
United Arab Emirates Vs Namibia,Namibia,3,Jan Nicol Loftie-Eaton ,1,6,0,0,16.66,lbw b Basil Hameed
United Arab Emirates Vs Namibia,Namibia,4,Gerhard Erasmus (c),16,18,2,0,88.88, b Meiyappan
United Arab Emirates Vs Namibia,Namibia,5,Jan Frylinck ,14,17,1,0,82.35, b Zahoor Khan
United Arab Emirates Vs Namibia,Namibia,6,JJ Smit ,3,3,0,0,100.00,run out (Meiyappan/Ahmed Raza)
United Arab Emirates Vs Namibia,Namibia,7,David Wiese ,55,36,3,3,152.77,c Sharafu b Muhammad Waseem
United Arab Emirates Vs Namibia,Namibia,8,Zane Green †,2,3,0,0,66.66, b Zahoor Khan
United Arab Emirates Vs Namibia,Namibia,9,Ruben Trumpelmann ,25,24,1,1,104.16,not out 
United Arab Emirates Vs Namibia,Namibia,10,Bernard Scholtz ,1,1,0,0,100.00,not out 
West Indies Vs Ireland,West Indies,1,Kyle Mayers ,1,5,0,0,20.00,c Tector b McCarthy
West Indies Vs Ireland,West Indies,2,Johnson Charles ,24,18,3,1,133.33,c Campher b Simi Singh
West Indies Vs Ireland,West Indies,3,Evin Lewis ,13,18,0,0,72.22,c Adair b Delany
West Indies Vs Ireland,West Indies,4,Brandon King ,62,48,6,1,129.16,not out 
West Indies Vs Ireland,West Indies,5,Nicholas Pooran (c)†,13,11,0,1,118.18,c Tector b Delany
West Indies Vs Ireland,West Indies,6,Rovman Powell ,6,8,1,0,75.00,c Tector b Delany
West Indies Vs Ireland,West Indies,7,Odean Smith ,19,12,1,2,158.33,not out 
West Indies Vs Ireland,Ireland,1,Paul Stirling ,66,48,6,2,137.50,not out 
West Indies Vs Ireland,Ireland,2,Andy Balbirnie (c),37,23,3,3,160.86,c Mayers b Hosein
West Indies Vs Ireland,Ireland,3,Lorcan Tucker †,45,35,2,2,128.57,not out 
Scotland Vs Zimbabwe,Scotland,1,George Munsey ,54,51,7,0,105.88,c Shumba b Ngarava
Scotland Vs Zimbabwe,Scotland,2,Michael Jones ,4,5,1,0,80.00,c Sikandar Raza b Chatara
Scotland Vs Zimbabwe,Scotland,3,Matthew Cross †,1,7,0,0,14.28,c Madhevere b Ngarava
Scotland Vs Zimbabwe,Scotland,4,Richie Berrington (c),13,15,0,0,86.66,c Shumba b Sikandar Raza
Scotland Vs Zimbabwe,Scotland,5,Calum MacLeod ,25,26,1,0,96.15,c Jongwe b Chatara
Scotland Vs Zimbabwe,Scotland,6,Michael Leask ,12,9,2,0,133.33, b Muzarabani
Scotland Vs Zimbabwe,Scotland,7,Chris Greaves ,3,7,0,0,42.85,not out 
Scotland Vs Zimbabwe,Scotland,8,Josh Davey ,4,3,0,0,133.33,not out 
Scotland Vs Zimbabwe,Zimbabwe,1,Regis Chakabva †,4,3,1,0,133.33,lbw b Wheal
Scotland Vs Zimbabwe,Zimbabwe,2,Craig Ervine (c),58,54,6,0,107.40,c MacLeod b Watt
Scotland Vs Zimbabwe,Zimbabwe,3,Wessly Madhevere ,0,5,0,0,0.00, b Davey
Scotland Vs Zimbabwe,Zimbabwe,4,Sean Williams ,7,12,0,0,58.33,c Wheal b Leask
Scotland Vs Zimbabwe,Zimbabwe,5,Sikandar Raza ,40,23,3,2,173.91,c †Cross b Davey
Scotland Vs Zimbabwe,Zimbabwe,6,Milton Shumba ,11,11,0,0,100.00,not out 
Scotland Vs Zimbabwe,Zimbabwe,7,Ryan Burl ,9,5,1,0,180.00,not out 
New Zealand Vs Australia,New Zealand,1,Finn Allen ,42,16,5,3,262.50, b Hazlewood
New Zealand Vs Australia,New Zealand,2,Devon Conway †,92,58,7,2,158.62,not out 
New Zealand Vs Australia,New Zealand,3,Kane Williamson (c),23,23,1,1,100.00,lbw b Zampa
New Zealand Vs Australia,New Zealand,4,Glenn Phillips ,12,10,2,0,120.00,c & b Hazlewood
New Zealand Vs Australia,New Zealand,5,James Neesham ,26,13,0,2,200.00,not out 
New Zealand Vs Australia,Australia,1,David Warner ,5,6,1,0,83.33, b Southee
New Zealand Vs Australia,Australia,2,Aaron Finch (c),13,11,1,1,118.18,c Williamson b Santner
New Zealand Vs Australia,Australia,3,Mitchell Marsh ,16,12,2,1,133.33,c Neesham b Southee
New Zealand Vs Australia,Australia,4,Glenn Maxwell ,28,20,3,1,140.00, b Sodhi
New Zealand Vs Australia,Australia,5,Marcus Stoinis ,7,14,0,0,50.00,c Phillips b Santner
New Zealand Vs Australia,Australia,6,Tim David ,11,8,0,1,137.50,c Neesham b Santner
New Zealand Vs Australia,Australia,7,Matthew Wade †,2,4,0,0,50.00,c †Conway b Ferguson
New Zealand Vs Australia,Australia,8,Pat Cummins ,21,18,2,1,116.66,c †Conway b Southee
New Zealand Vs Australia,Australia,9,Mitchell Starc ,4,7,0,0,57.14, b Boult
New Zealand Vs Australia,Australia,10,Adam Zampa ,0,2,0,0,0.00, b Boult
New Zealand Vs Australia,Australia,11,Josh Hazlewood ,1,1,0,0,100.00,not out 
Afghanistan Vs England,Afghanistan,1,Hazratullah Zazai ,7,17,1,0,41.17,c Livingstone b Stokes
Afghanistan Vs England,Afghanistan,2,Rahmanullah Gurbaz †,10,9,0,1,111.11,c †Buttler b Wood
Afghanistan Vs England,Afghanistan,3,Ibrahim Zadran ,32,32,3,1,100.00,c Ali b Curran
Afghanistan Vs England,Afghanistan,4,Usman Ghani ,30,30,3,0,100.00,c Livingstone b Curran
Afghanistan Vs England,Afghanistan,5,Najibullah Zadran ,13,11,0,1,118.18,c Rashid b Stokes
Afghanistan Vs England,Afghanistan,6,Mohammad Nabi (c),3,5,0,0,60.00,c †Buttler b Wood
Afghanistan Vs England,Afghanistan,7,Azmatullah Omarzai ,8,6,1,0,133.33,c Stokes b Curran
Afghanistan Vs England,Afghanistan,8,Rashid Khan ,0,1,0,0,0.00,c Hales b Curran
Afghanistan Vs England,Afghanistan,9,Mujeeb Ur Rahman ,0,1,0,0,0.00,c & b Woakes
Afghanistan Vs England,Afghanistan,10,Fareed Ahmad ,2,4,0,0,50.00,not out 
Afghanistan Vs England,Afghanistan,11,Fazalhaq Farooqi ,0,2,0,0,0.00,c Malan b Curran
Afghanistan Vs England,England,1,Jos Buttler (c)†,18,18,3,0,100.00,c Mujeeb Ur Rahman b Fazalhaq Farooqi
Afghanistan Vs England,England,2,Alex Hales ,19,20,0,1,95.00,c Fazalhaq Farooqi b Fareed Ahmad
Afghanistan Vs England,England,3,Dawid Malan ,18,30,0,0,60.00,c Mohammad Nabi b Mujeeb Ur Rahman
Afghanistan Vs England,England,4,Ben Stokes ,2,4,0,0,50.00, b Mohammad Nabi
Afghanistan Vs England,England,5,Liam Livingstone ,29,21,3,0,138.09,not out 
Afghanistan Vs England,England,6,Harry Brook ,7,6,0,0,116.66,c Ibrahim Zadran b Rashid Khan
Afghanistan Vs England,England,7,Moeen Ali ,8,10,0,0,80.00,not out 
Ireland Vs Sri Lanka,Ireland,1,Paul Stirling ,34,25,4,1,136.00,c Rajapaksa b DM de Silva
Ireland Vs Sri Lanka,Ireland,2,Andy Balbirnie (c),1,5,0,0,20.00, b Kumara
Ireland Vs Sri Lanka,Ireland,3,Lorcan Tucker †,10,11,1,0,90.90, b Theekshana
Ireland Vs Sri Lanka,Ireland,4,Harry Tector ,45,42,2,1,107.14,c Shanaka b Fernando
Ireland Vs Sri Lanka,Ireland,5,Curtis Campher ,2,4,0,0,50.00,c Asalanka b Karunaratne
Ireland Vs Sri Lanka,Ireland,6,George Dockrell ,14,16,0,0,87.50, b Theekshana
Ireland Vs Sri Lanka,Ireland,7,Gareth Delany ,9,6,1,0,150.00,c Karunaratne b PWH de Silva
Ireland Vs Sri Lanka,Ireland,8,Mark Adair ,0,1,0,0,0.00,c Karunaratne b PWH de Silva
Ireland Vs Sri Lanka,Ireland,9,Simi Singh ,7,8,1,0,87.50,not out 
Ireland Vs Sri Lanka,Ireland,10,Barry McCarthy ,2,2,0,0,100.00,not out 
Ireland Vs Sri Lanka,Sri Lanka,1,Kusal Mendis †,68,43,5,3,158.13,not out 
Ireland Vs Sri Lanka,Sri Lanka,2,Dhananjaya de Silva ,31,25,2,1,124.00,c †Tucker b Delany
Ireland Vs Sri Lanka,Sri Lanka,3,Charith Asalanka ,31,22,2,0,140.90,not out 
Pakistan Vs India,Pakistan,1,Mohammad Rizwan †,4,12,1,0,33.33,c Kumar b Arshdeep Singh
Pakistan Vs India,Pakistan,2,Babar Azam (c),0,1,0,0,0.00,lbw b Arshdeep Singh
Pakistan Vs India,Pakistan,3,Shan Masood ,52,42,5,0,123.80,not out 
Pakistan Vs India,Pakistan,4,Iftikhar Ahmed ,51,34,2,4,150.00,lbw b Mohammed Shami
Pakistan Vs India,Pakistan,5,Shadab Khan ,5,6,1,0,83.33,c Yadav b Pandya
